id_recensione,nome_vino,cantina,regione,denominazione,vitigno,annata,punteggio,fascia_punteggio,prezzo_usd,fascia_prezzo_usd,recensore,nota_degustazione,punti_per_dollaro
715,Vallana 2009  Boca,Vallana,Piemonte,Boca,Red Blend,2009,90,90-94 Ottimo,30.0,3. Da 25 a 39,Kerin O'Keefe,"Made with 65% Nebbiolo, 20% Vespolina and 15% Uva Rara, this polished red from Piedmont offers aromas and flavors of dried red cherry, clove, baking spice and rust. It's well balanced, with silky tannins and fresh acidity while a graphite note closes the finis",3.0
716,Veglio 2012  Nebbiolo d'Alba,Veglio,Piemonte,Nebbiolo d'Alba,Nebbiolo,2012,89,87-89 Molto buono,12.0,1. Sotto 15,Kerin O'Keefe,"A potpourri of violets, sweet baking spices and woodland berries take center stage. The savory palate offers up wild cherry, black raspberry and cinnamon alongside supple tannins and fresh acidity. Drink soon.",7.42
717,Viberti 2006 La Volta Riserva  (Barolo),Viberti,Piemonte,Barolo,Nebbiolo,2006,92,90-94 Ottimo,84.0,5. 75 e oltre,Non indicato,"This shows beautiful touches of cured meat, dried berry, ginger, rosemary oil and cigar box. It is soft and succulent on the finish, but the solid tannins hold it together very nicely.",1.1
718,Viberti 2010 Bricco delle Viole Riserva  (Barolo),Viberti,Piemonte,Barolo,Nebbiolo,2010,94,90-94 Ottimo,120.0,5. 75 e oltre,Kerin O'Keefe,"This offers intriguing aromas of chopped mint, menthol, leather, soil and spiced berry. The mint note carries over to the chewy palate, along with soothing licorice, clove and tobacco, all of which add depth to the core of juicy black cherry. Velvety tannins l",0.78
719,Viberti 2010 San Pietro Riserva  (Barolo),Viberti,Piemonte,Barolo,Nebbiolo,2010,90,90-94 Ottimo,120.0,5. 75 e oltre,Kerin O'Keefe,"Intense aromas of mature black cherry, licorice, leather and a balsamic note lead the nose and follow over to the palate along with cranberry and a note of pipe tobacco. Tightly packed, rather austere tannins provide firm support and need time to unwind. Drink",0.75
720,Vietti 2005 La Crena  (Barbera d'Asti),Vietti,Piemonte,Barbera d'Asti,Barbera,2005,92,90-94 Ottimo,47.0,4. Da 40 a 74,Non indicato,"Serious and multifaceted, with peppery black fruit aromas wrapped up in a frame of toasty new oak. Abundant but plush tannins support intense blackberry and roasted nut flavors in the mouth, winding up with a hit of mocha on the long, highly nuanced finish. No",1.96
721,Vietti 2013 Ravera  (Barolo),Vietti,Piemonte,Barolo,Nebbiolo,2013,94,90-94 Ottimo,150.0,5. 75 e oltre,Kerin O'Keefe,"Dark berry, chopped mint, sage, tobacco and a balsamic note are some of the aromas you'll find on this. Firmly structured and youthfully austere, the palate delivers red cherry, raspberry compote, anise and clove framed in vibrant acidity and tightly-woven tan",0.63
722,Vinchio-Vaglio Serra 2003 Cantina Tre Serre  (Barbaresco),Vinchio-Vaglio Serra,Piemonte,Barbaresco,Nebbiolo,2003,88,87-89 Molto buono,29.0,3. Da 25 a 39,Non indicato,"Cheerful and bright, this well-priced wine offers a great introduction to Barbaresco to those who might be less familiar with this noble Italian wine. Vibrant aromas include wild berries, cola and a touch of smoked ham. The mouthfeel is crisp and very clean de",3.03
723,Vinchio-Vaglio Serra 2013 Vecchie Vigne 50  (Barbera d'Asti),Vinchio-Vaglio Serra,Piemonte,Barbera d'Asti,Barbera,2013,89,87-89 Molto buono,29.0,3. Da 25 a 39,Kerin O'Keefe,"This opens with earthy aromas of forest floor, tilled soil, dark berry and a whiff of baking spices. Made with very old vines, the concentrated palate doles out black cherry, blackberry, clove and anise alongside fresh acidity.",3.07
724,Vino dei Fratelli 2011  Moscato d'Asti,Vino dei Fratelli,Piemonte,Moscato d'Asti,Moscato,2011,85,80-86 Buono,16.0,2. Da 15 a 24,Non indicato,"There's a sweet, sticky quality to this Moscato d'Asti that would match cream puddings or cooked fruit desserts. Fragrant aromas of yellow flower, honey, apricot and tangerine emerge on the bouquet.",5.31
725,Vino dei Fratelli 2012  Moscato d'Asti,Vino dei Fratelli,Piemonte,Moscato d'Asti,Moscato,2012,85,80-86 Buono,16.0,2. Da 15 a 24,Non indicato,"Here is an easy and fresh Moscato d'Asti that offers a balanced dose of sweetness backed by honey, peach, exotic fruit and white flower. The mouthfeel is creamy and soft with plush, foamy cream.",5.31
726,Virna Borgogno 2010  Barolo,Virna Borgogno,Piemonte,Barolo,Nebbiolo,2010,89,87-89 Molto buono,30.0,3. Da 25 a 39,Kerin O'Keefe,"This accessible Barolo leads with a pretty fragrance of crushed blue flower, wild rose and bright berry. The palate delivers Morello cherry, black raspberry and cinnamon notes alongside fresh acidity and supple tannins.",2.97
727,Vite Colte 2013 Paesi Tuoi  (Barolo),Vite Colte,Piemonte,Barolo,Nebbiolo,2013,88,87-89 Molto buono,60.0,4. Da 40 a 74,Kerin O'Keefe,"Aromas of menthol, espresso and pressed rose take center stage. The medium-bodied palate shows spiced cranberry, pomegranate, roasted coffee bean, anise and a rather green note of powdered sage. Assertive close-grained tannins clench the finish. Give the tanni",1.47
728,Vite Colte 2013 La Luna e i Falò  (Barbera d'Asti Superiore),Vite Colte,Piemonte,Barbera d'Asti Superiore,Barbera,2013,87,87-89 Molto buono,30.0,3. Da 25 a 39,Kerin O'Keefe,"This opens with aromas of leafy underbrush, mature berry, menthol and anise. The palate offers dried blackberry, raisin and licorice alongside close-grained tannins and brisk acidity.",2.9
729,Vite Colte 2015 Villata  (Roero),Vite Colte,Piemonte,Roero,Arneis,2015,86,80-86 Buono,20.0,2. Da 15 a 24,Kerin O'Keefe,"Aromas of jasmine and citrus blossom lead the nose. The soft, bright palate offers yellow peach, Bartlett pear and a hint of candied lemon rind. A note of white almond closes the finish.",4.3
730,Abbazia Santa Anastasia 2005 Passomaggio Red (Sicilia),Abbazia Santa Anastasia,Sicilia e Sardegna,Sicilia,Red Blend,2005,86,80-86 Buono,25.0,3. Da 25 a 39,Non indicato,"Nero d'Avola and Merlot are blended to produce a ripe, chewy wine with mature fruit flavors. The nose is a bit muddled and dense but the wine offers good succulence and depth.",3.44
731,Abbazia Santa Anastasia 2005 Litra Cabernet Sauvignon (Sicilia),Abbazia Santa Anastasia,Sicilia e Sardegna,Sicilia,Cabernet Sauvignon,2005,92,90-94 Ottimo,77.0,5. 75 e oltre,Non indicato,"Probably the best expressions of Cabernet Sauvignon from the Cefalù area of Sicily (north of Palermo). This beautiful estate, crowned by an ancient stone abbey, has seen a few difficult years, but thankfully, the vines remain productive. Gorgeous, rich and rou",1.19
732,Agricola Punica 2010 Montessu Red (Isola dei Nuraghi),Agricola Punica,Sicilia e Sardegna,Isola dei Nuraghi,Red Blend,2010,90,90-94 Ottimo,35.0,3. Da 25 a 39,Non indicato,"Elegant and tight, this blend offers savory tones of cured meat and dried fruit, followed by green notes of curry leaf and herb. The wine is tangy, thick and persistent on the palate.",2.57
733,Antichi Vinai 1877 2011 Brut Metodo Classico  (Etna),Antichi Vinai 1877,Sicilia e Sardegna,Etna,Nerello Mascalese,2011,89,87-89 Molto buono,45.0,4. Da 40 a 74,Kerin O'Keefe,"Made with Nerello Mascalese, this opens with aromas of flint, ripe orchard fruit and a whiff of baked bread. The dry palate shows red apple, flint, lemon drop and Mediterranean herb alongside bright acidity and a persistent, elegant perlage.",1.98
734,Argiolas 2014 Serra Lori Rosato (Isola dei Nuraghi),Argiolas,Sicilia e Sardegna,Isola dei Nuraghi,Rosato,2014,89,87-89 Molto buono,16.0,2. Da 15 a 24,Kerin O'Keefe,"A blend of 50% Cannonau, 15% Bovale, 15% Carignano, 10% Monica and 10% Malvasia, this generous, vibrant rosato delivers intense fruit aromas of red cherry and black raspberry along with a whiff of spice. The fruit sensations follow through to the juicy palate ",5.56
735,Assuli 2015 Astolfo Grillo (Terre Siciliane),Assuli,Sicilia e Sardegna,Terre Siciliane,Grillo,2015,86,80-86 Buono,23.0,2. Da 15 a 24,Kerin O'Keefe,"Aromas of oak, underbrush and a whiff of wet stone lift out of the glass. The aromas carry over to the lean palate along with ripe yellow-apple skin, a hint of citrus zest and a saline note. It closes on a bitter nutty note.",3.74
736,Avide 2003 Sigillo Red (Sicilia),Avide,Sicilia e Sardegna,Sicilia,Red Blend,2003,90,90-94 Ottimo,50.0,4. Da 40 a 74,Non indicato,"Sigillo offers good density and concentration that follows refined aromas of berry fruit and white mineral. The wine has elegance, harmony and tastes filling but fresh in the mouth. It is a 50-50 blend of Cabernet Sauvignon and Nero d'Avola.",1.8
737,Avide 2004 3 Carati Nero d'Avola (Sicilia),Avide,Sicilia e Sardegna,Sicilia,Nero d'Avola,2004,88,87-89 Molto buono,50.0,4. Da 40 a 74,Non indicato,This is a bright expression of Nero d'Avola with youthful fruit flavors and pretty aromas of pistachio nut and almond. The wine is polished and clean with bright acidity on the close.,1.76
738,Baglio del Cristo di Campobello 2011 Adènzia Red (Sicilia),Baglio del Cristo di Campobello,Sicilia e Sardegna,Sicilia,Red Blend,2011,89,87-89 Molto buono,29.0,3. Da 25 a 39,Kerin O'Keefe,"A 50-50 blend of Nero d'Avola and Syrah, this offers inviting aromas of ripe black plum, fragrant blue flower and allspice. Blackberry, dried cherry and black pepper take center stage on the palate, while soft tannins provide light support. It finishes on a sm",3.07
739,Baglio di Pianetto 2007 Ficiligno White (Sicilia),Baglio di Pianetto,Sicilia e Sardegna,Sicilia,White Blend,2007,87,87-89 Molto buono,19.0,2. Da 15 a 24,Kerin O'Keefe,"Delicate aromas recall white flower and citrus. The palate offers passion fruit, lime and white peach with a hint of mineral alongside bright acidity.",4.58
740,Baglio di Pianetto 2011 Ramione Red (Sicilia),Baglio di Pianetto,Sicilia e Sardegna,Sicilia,Red Blend,2011,88,87-89 Molto buono,23.0,2. Da 15 a 24,Kerin O'Keefe,"Made with Merlot and Nero d'Avola, this opens with aromas of redcurrant, bell pepper, vanilla, coffee and blackberry. On the palate, notes of espresso and ground pepper add some depth to the black cherry core while firm tannins provide support.",3.83
741,Baglio di Pianetto 2013 BDP Y Nero d'Avola (Sicilia),Baglio di Pianetto,Sicilia e Sardegna,Sicilia,Nero d'Avola,2013,86,80-86 Buono,14.0,1. Sotto 15,Kerin O'Keefe,"This simple, easygoing red doles out juicy black cherry, fleshy blackberry, vanilla and a confectionary note. It's made to be drunk young so enjoy soon.",6.14
742,Benanti 2008 Il Musico 500ml Moscato (Sicilia),Benanti,Sicilia e Sardegna,Sicilia,Moscato,2008,90,90-94 Ottimo,26.0,3. Da 25 a 39,Non indicato,"Il Musico is a Passito dessert wine from Sicily made with aromatic Moscato grapes that seems to have all the bright intensity of the southern Italian sun inside. The bouquet is redolent of jasmine, orange blossom, almond paste and white peach. In the mouth, th",3.46
743,Benanti 2010 Pietramarina Bianco Superiore  (Etna),Benanti,Sicilia e Sardegna,Etna,Carricante,2010,95,95-100 Eccezionale,45.0,4. Da 40 a 74,Kerin O'Keefe,"This stunning, full-bodied wine is in the running as one of the best white wines in Italy. It's perfumed with acacia flower, Spanish broom, beeswax, flint and tree fruit. The delicious palate delivers green apple, Anjou pear and mineral sensations of mesmerizi",2.11
744,Boccantino 2012 Riserva  (Cannonau di Sardegna),Boccantino,Sicilia e Sardegna,Cannonau di Sardegna,Cannonau,2012,83,80-86 Buono,11.0,1. Sotto 15,Kerin O'Keefe,"Aromas of scorched earth, pressed rose and a funky note of game lead the nose. The lean, diluted palate offers raisin and a hint of dried black cherry alongside gritty, fleeting tannins.",7.55
745,COS 2011 Delle Fontane  (Cerasuolo di Vittoria Classico),COS,Sicilia e Sardegna,Cerasuolo di Vittoria Classico,Red Blend,2011,94,90-94 Ottimo,70.0,4. Da 40 a 74,Kerin O'Keefe,"Earthy and delicious, this soulful red opens with aromas of sun-baked soil, leather, ripe black fruit, dark spice and a funky but pleasant whiff of game. The round, smooth tastes of juicy blackberry, wild cherry, cinnamon, black olive, cured meat and mineral f",1.34
746,COS 2014 Pithos Bianco Grecanico (Terre Siciliane),COS,Sicilia e Sardegna,Terre Siciliane,Grecanico,2014,89,87-89 Molto buono,25.0,3. Da 25 a 39,Kerin O'Keefe,"Made with Grecanico, this amber-colored wine offers aromas suggesting candied nectarine zest, sea breeze, tilled soil and Mediterranean herb. The linear palate delivers dried apricot, mineral and bitter almond alongside bright acidity. A hint of tangerine clos",3.56
747,COS 2014 Pithos Rosso Red (Vittoria),COS,Sicilia e Sardegna,Vittoria,Red Blend,2014,95,95-100 Eccezionale,30.0,3. Da 25 a 39,Kerin O'Keefe,"Radiant and earthy, this blend of Frappato and Nero d'Avola boasts enticing scents suggesting dark-skinned berry, leather, sunbaked earth, sea breeze and a floral note. The creamy, succulent palate doles out juicy black cherry, black raspberry, white pepper an",3.17
748,Cantina Santadi 2004 Latinia  (Valli di Porto Pino),Cantina Santadi,Sicilia e Sardegna,Valli di Porto Pino,White Blend,2004,92,90-94 Ottimo,42.0,4. Da 40 a 74,Non indicato,"Thick and fragrant, this amber colored dessert wine from the Nasco grape has the Sardinian sunshine locked within: Honey, dried apricot, almond, crème brûlée and caramel aromas are the protagonists here. The mouthfeel is thick and velvety and the long, sweet f",2.19
749,Cantina Santadi 2010 Terre Brune  (Carignano del Sulcis),Cantina Santadi,Sicilia e Sardegna,Carignano del Sulcis,Red Blend,2010,92,90-94 Ottimo,67.0,4. Da 40 a 74,Kerin O'Keefe,"Made with very old, ungrafted vines, this intense wine opens with aromas of toast, leather, espresso, ripe blackberry, spice and tobacco. The concentrated palate delivers ripe black cherry, dried plum, clove, leather and licorice alongside solid tannins and th",1.37
750,Cantina Sociale di Dolianova 2010 Dolia  (Cannonau di Sardegna),Cantina Sociale di Dolianova,Sicilia e Sardegna,Cannonau di Sardegna,Cannonau,2010,86,80-86 Buono,15.0,2. Da 15 a 24,Non indicato,"A simple expression of Cannonau, this has notes of dark fruit and prune, followed by sweet spice and leather accents. It would pair well with grilled sausages.",5.73
751,Cantine Russo 2013 Rampante Contrada Crasà Bianco  (Etna),Cantine Russo,Sicilia e Sardegna,Etna,White Blend,2013,89,87-89 Molto buono,20.0,2. Da 15 a 24,Kerin O'Keefe,"Made with 80% Carricante and 20% Catarratto, this deeply hued white opens with aromas of pressed chamomile, orange zest and a whiff of flint. The round palate offers golden apple, mineral and a citrus note alongside bright acidity. A hint of white pepper accen",4.45
752,Cantine Valenti 2015 Enrico IV Bianco  (Etna),Cantine Valenti,Sicilia e Sardegna,Etna,White Blend,2015,87,87-89 Molto buono,25.0,3. Da 25 a 39,Kerin O'Keefe,"Delicate scents of white flower, flint and white stone fruit slowly emerge on this crisp white. The linear, refreshing palate offers unripe peach, citrus and mineral alongside vibrant acidity.",3.48
753,Capichera 2014 Vign'Angena  (Vermentino di Gallura),Capichera,Sicilia e Sardegna,Vermentino di Gallura,Vermentino,2014,90,90-94 Ottimo,36.0,3. Da 25 a 39,Kerin O'Keefe,"Honeysuckle, jasmine and orchard fruit aromas take center stage on this fresh, elegant wine. The savory palate delivers white peach, ripe apple, rosemary and a mouthwatering saline note. Fresh acidity brightens the finish.",2.5
754,Caruso & Minini 2006 Terre di Giumara Syrah (Sicilia),Caruso & Minini,Sicilia e Sardegna,Sicilia,Syrah,2006,88,87-89 Molto buono,14.0,1. Sotto 15,Non indicato,"Here's a Syrah with bursting aromas of mature blueberry, cherry, spice and smoked bacon. The wine is full, round and generous with a supple feel and soft concentration. Pair it with lamb or roasted pork.",6.29
755,Caruso & Minini 2007 Terre di Giumara Inzolia (Sicilia),Caruso & Minini,Sicilia e Sardegna,Sicilia,Inzolia,2007,86,80-86 Buono,11.0,1. Sotto 15,Non indicato,"Yellow flower and natural rubber come forward first and are followed by peach, apricot, pear and delicate mineral nuances. There's a creamy, warm quality to the mouthfeel, but this bright Inzolia ends clean and fresh.",7.82
756,Caruso & Minini 2008 Sachia Perricone (Sicilia),Caruso & Minini,Sicilia e Sardegna,Sicilia,Perricone,2008,87,87-89 Molto buono,25.0,3. Da 25 a 39,Non indicato,"Single-variety expressions of Perricone (a dark red grape found in Sicily) are showing up more frequently and are quickly cementing the grape's quality potential. A dark red color marks this wine's appearance, as do intense aromas of blackberry, plum and spice",3.48
